order_item_id,order_id,product_id,quantity,item_price,discount,profit
359,148,443,2,474,10,7414
360,148,404,2,67505,100,6874
361,149,41,2,4561,0,4890
362,149,394,3,62037,50,12861
363,150,93,1,2103,100,3215
364,150,359,2,16272,50,5442
365,150,53,2,8427,0,6146
366,151,110,1,32389,0,3054
367,152,70,2,42423,100,7282
368,153,138,1,36151,0,2032
369,153,47,1,14663,50,3177
370,153,382,3,38120,50,4704
371,153,363,2,37842,50,5202
372,154,159,2,60936,10,7740
373,154,259,2,31494,50,708
374,154,18,2,52149,50,7846
375,155,218,2,56165,10,3580
376,155,12,3,75075,100,14370
377,155,114,3,5886,50,10128
378,156,260,1,71553,10,4741
379,157,234,1,22752,0,1756
380,157,191,1,74420,50,4955
381,157,298,3,22553,100,5997
382,158,13,3,72181,10,8388
383,158,298,2,22553,0,3998
384,159,280,3,15834,10,7902
385,160,391,1,20914,100,1345
386,160,70,1,42423,0,3641
387,161,340,3,45929,10,9732
388,162,278,3,15404,50,7368
389,163,27,2,67679,50,9066
390,163,130,2,22596,0,3528
391,163,475,3,9999,100,5202
392,164,438,1,57777,0,3547
393,164,480,1,4065,10,1067
394,165,404,3,67505,100,10311
395,165,75,2,46398,50,9282
396,165,220,1,65241,10,3384
397,166,458,1,29011,100,4316
398,166,327,3,28076,10,5898
399,166,227,1,12826,10,615
400,166,344,2,2739,100,4650
401,167,59,1,56693,0,1236
402,167,282,1,62998,10,3997
403,168,241,3,43474,10,10152
404,168,394,2,62037,0,8574
405,168,362,2,46821,10,4272
406,169,482,2,51513,10,3588
407,169,8,3,13280,50,6156
408,170,276,3,4664,0,2160
409,171,300,3,10659,0,4077
410,171,95,2,76968,0,2626
411,171,364,2,72794,100,3022
412,171,153,2,7361,100,2304
413,172,313,1,57887,100,4055
414,172,248,1,46780,100,3783
415,172,417,3,67676,100,7311
416,172,64,1,20394,0,3659
417,173,183,3,43593,10,4818
418,173,388,3,53489,10,4296
419,173,23,2,76626,10,936
420,174,131,2,47516,100,74
421,175,377,3,46918,10,13845
422,175,174,2,27319,0,9192
423,175,74,2,19268,0,2920
424,175,39,1,27461,10,3085
425,176,23,1,76626,50,468
426,177,402,1,46099,0,4660
427,177,30,1,52493,0,4617
428,177,330,2,79863,100,2572
429,177,8,2,13280,100,4104
430,178,139,3,24538,0,14415
431,179,338,1,4377,100,716
432,180,439,3,47902,50,9354
433,181,291,1,3799,100,4825
434,182,217,1,9621,0,4950
435,183,175,2,64942,0,5820
436,184,72,2,72121,50,2012
437,185,407,1,42273,100,1985
438,185,337,3,7164,10,12015
439,185,443,1,474,50,3707
440,186,268,2,50050,50,984
441,186,305,2,2792,100,9856
442,187,123,3,45643,0,11262
443,187,337,3,7164,0,12015
444,188,103,2,51852,50,6262
445,188,61,2,1837,50,1606
446,188,108,1,55000,50,2691
447,189,214,1,75747,10,4235
448,189,125,3,16761,100,3729
449,189,287,1,52975,100,3564
450,190,468,1,7157,100,4413
451,191,248,2,46780,100,7566
452,192,307,3,45366,100,11091
453,192,32,1,11699,50,2436
454,192,180,1,67872,10,3845
455,193,113,2,58168,100,8886
456,193,187,2,23481,100,9530
457,194,126,1,58277,50,3907
458,194,44,1,6142,100,32
459,195,20,2,54162,50,3982
460,195,444,3,40663,100,3417
461,196,176,1,42878,10,3800
462,196,132,3,26876,50,4659
463,196,291,3,3799,50,14475
464,197,267,2,31880,0,9232
465,197,244,2,22185,100,5470
466,198,358,3,23313,50,14781
467,198,292,1,16677,100,3796
468,198,304,3,25679,0,6900
469,198,9,3,25572,0,8766
470,199,181,2,9571,10,8464
471,199,268,1,50050,0,492
472,199,454,2,43298,100,7622
473,200,365,2,54117,100,2898
474,201,134,3,51435,0,723
475,201,5,1,69954,50,940
476,201,394,2,62037,10,8574
477,201,342,3,59740,10,2994
478,202,383,2,55163,50,3652
479,202,275,1,72657,0,2910
480,202,218,1,56165,50,1790
481,202,435,2,50913,50,9512
482,203,80,3,3368,0,9723
483,203,406,1,36169,50,542
484,203,447,1,20312,0,1968
485,203,348,3,60962,50,12681
486,204,225,3,937,100,9579
487,204,129,3,9978,100,915
488,204,342,2,59740,0,1996
489,204,301,2,1193,0,4958
490,205,117,1,61385,0,4409
491,205,206,3,7353,0,7596
492,205,422,3,78945,50,5118
493,206,198,3,72380,0,12954
494,206,289,1,13979,10,3062
495,206,317,2,40672,50,4460
496,207,24,1,74486,10,3991
497,207,193,2,29359,0,142
498,207,174,1,27319,10,4596
499,208,271,1,31929,0,2506
500,208,268,3,50050,50,1476
501,208,147,2,75826,10,3462
502,208,307,1,45366,0,3697
503,209,235,1,77281,0,3151
504,209,341,1,58822,100,1581
505,209,426,3,2946,10,663
506,209,360,3,11368,100,6225
507,210,60,2,66102,10,2524
508,210,486,2,26120,10,7468
509,210,484,1,64332,0,1550
510,211,54,2,13543,0,2374
511,211,363,3,37842,0,7803
512,212,442,3,36997,10,11853
513,212,464,1,74889,50,490
514,212,411,3,67809,100,11709
515,213,181,2,9571,100,8464
516,213,326,2,48408,100,6716
517,213,200,3,18125,100,3729
518,214,225,1,937,50,3193
519,214,447,2,20312,100,3936
520,214,209,2,40875,100,430
521,214,385,3,18888,10,7284
522,215,371,1,21353,10,3579
523,216,246,3,11051,0,8964
524,216,222,2,59968,100,4964
525,216,290,3,78838,0,4506
526,216,16,3,7175,0,1785
527,217,58,3,69199,0,8307
528,217,446,2,68725,0,6962
529,217,351,3,52250,100,13773
530,218,322,2,4778,100,8506
531,218,76,1,68246,0,3411
532,218,284,1,42166,100,1131
533,218,164,3,27329,50,6435
534,219,343,2,32445,10,3734
535,219,107,2,79446,10,4254
536,219,365,1,54117,10,1449
537,220,83,1,18712,50,1246
538,220,5,1,69954,100,940
539,221,229,3,7171,50,9615
540,222,461,3,69622,50,9993
541,222,141,1,57429,100,3137
542,222,224,1,47240,50,1582
543,222,297,1,28839,100,1563
544,223,1,1,69585,50,4755
545,224,205,3,36496,50,12081
546,224,396,2,50072,100,8548
547,224,380,3,64807,50,12732
548,224,105,2,24573,100,8662
549,225,430,3,18243,50,612
550,225,496,1,73657,100,2468
551,226,196,2,4700,50,3346
552,226,200,3,18125,0,3729
553,226,396,3,50072,50,12822
554,227,500,3,55236,10,2484
555,227,297,2,28839,50,3126
556,228,224,1,47240,50,1582
557,229,461,1,69622,10,3331
558,229,178,1,62462,10,3809
559,229,482,1,51513,100,1794
560,230,287,2,52975,50,7128
561,230,472,3,46534,50,14319
562,231,75,2,46398,0,9282
563,231,383,2,55163,100,3652
564,231,239,3,47967,10,1329
565,232,85,2,46582,0,2876
566,232,350,3,56406,50,4818
567,232,18,3,52149,10,11769
568,233,424,3,44890,100,8370
569,233,242,1,36270,0,1464
570,234,44,2,6142,50,64
571,234,237,1,56315,0,3442
572,234,498,2,38329,0,2322
573,234,467,1,45325,10,4027
574,235,238,1,16582,100,3551
575,235,287,2,52975,10,7128
576,235,47,3,14663,0,9531
577,235,361,1,26513,10,4162
578,236,37,1,55836,0,1693
579,237,243,1,24981,10,333
580,237,102,2,19417,50,2276
581,237,492,2,1885,50,2946
582,237,333,1,16042,10,2464
583,238,363,2,37842,0,5202
584,238,269,3,37810,10,894
585,238,374,2,5161,0,4050
586,239,455,2,26401,0,1512
587,240,278,3,15404,10,7368
588,241,148,2,69418,50,6814
589,241,198,2,72380,100,8636
590,241,11,3,9668,0,6183
591,241,341,2,58822,100,3162
592,242,188,2,18188,100,7350
593,243,370,2,22124,10,2464
594,243,129,2,9978,50,610
595,243,228,2,79402,10,8454
596,244,256,1,37643,100,105
597,244,407,1,42273,0,1985
598,245,114,3,5886,0,10128
599,245,211,3,59703,10,2895
600,246,335,1,49210,10,2457
601,247,227,2,12826,100,1230
602,247,479,1,75472,10,1017
603,248,379,3,23662,10,14007
604,248,358,2,23313,100,9854
605,248,145,3,3154,50,5454
606,249,162,1,24125,50,2665
607,249,349,1,27083,50,2148
608,250,34,1,33113,50,4422
609,251,19,3,32746,100,3444
610,251,449,1,20197,10,784
611,252,161,2,54849,0,1068
612,252,185,3,14638,50,13206
613,252,355,1,50930,50,1399
614,252,348,3,60962,10,12681
615,253,97,1,1621,100,2626
616,253,208,1,1458,100,4795
617,254,322,1,4778,100,4253
618,254,419,3,30608,0,10923
619,255,441,3,71894,10,3894
620,255,443,1,474,0,3707
621,256,182,3,66933,0,270
622,256,103,2,51852,100,6262
623,256,461,2,69622,50,6662
624,257,202,2,12865,10,9632
625,257,443,2,474,10,7414
626,257,257,3,48623,0,2280
627,258,144,3,9619,100,8622
628,259,92,3,56890,10,10770
629,259,202,1,12865,0,4816
630,259,293,3,59506,0,11175
631,259,289,3,13979,0,9186
632,260,470,3,53286,50,477
633,260,116,2,22774,0,230
634,261,278,1,15404,0,2456
635,261,5,2,69954,0,1880
636,262,154,1,71748,0,1768
637,263,282,3,62998,50,11991
638,263,26,1,38860,100,683
639,263,458,3,29011,0,12948
640,263,416,2,78244,10,2410
641,264,14,3,36109,50,8802
642,265,257,2,48623,100,1520
643,265,254,1,2715,50,2079
644,265,384,1,40723,100,2567
645,265,182,2,66933,0,180
646,266,8,3,13280,0,6156
647,267,330,3,79863,100,3858
648,267,294,2,14187,100,1986
649,267,285,2,1221,100,9510
650,268,111,2,74249,100,7902
651,268,209,3,40875,50,645
652,268,293,2,59506,0,7450
653,268,63,1,68851,10,3538
654,269,203,1,12181,100,2395
655,270,168,3,51377,0,11211
656,270,77,1,52520,50,3024
657,271,371,1,21353,100,3579
658,271,285,3,1221,100,14265
659,271,195,3,76580,0,8832
660,271,183,2,43593,100,3212
661,272,316,3,61388,10,5775
662,272,403,2,15867,50,3730
663,273,263,3,47082,10,8949
664,273,10,3,37199,100,10485
665,274,298,3,22553,50,5997
666,274,140,1,3840,50,1331
667,274,41,2,4561,10,4890
668,274,413,3,72677,50,192
669,275,245,1,35766,50,195
670,275,254,1,2715,0,2079
671,276,322,1,4778,10,4253
672,277,165,3,47506,0,5739
673,278,53,2,8427,0,6146
674,278,250,1,70529,50,947
675,278,335,3,49210,100,7371
676,278,188,2,18188,0,7350
677,279,417,2,67676,100,4874
678,279,52,2,41342,10,2292
679,279,454,1,43298,50,3811
680,279,421,2,37790,100,9742
681,280,25,3,24148,50,4068
682,280,133,3,36791,50,7446
683,280,288,2,12989,100,2130
684,280,474,1,55327,10,1014
685,281,208,1,1458,50,4795
686,281,409,1,73976,100,943
687,282,13,2,72181,50,5592
688,282,89,1,53657,100,2133
689,282,430,3,18243,10,612
690,282,344,3,2739,0,6975
691,283,243,1,24981,0,333
692,284,95,3,76968,100,3939
693,284,412,1,39720,100,3662
694,285,430,3,18243,100,612
695,285,34,1,33113,50,4422
696,286,62,1,69791,10,3239
697,287,71,3,21247,0,2709
698,287,280,2,15834,50,5268
699,287,25,2,24148,10,2712
700,288,69,1,20879,0,1085
701,288,426,1,2946,50,221
702,289,291,3,3799,50,14475
703,289,384,2,40723,100,5134
704,289,112,1,25267,50,1813
705,290,19,2,32746,10,2296
706,290,61,3,1837,50,2409
707,290,132,2,26876,0,3106
708,290,393,2,37062,0,4072
709,291,468,3,7157,0,13239
710,291,21,3,22004,50,4752
711,292,24,1,74486,100,3991
712,292,254,2,2715,10,4158
713,292,349,3,27083,0,6444
714,293,153,2,7361,0,2304
715,293,124,1,50581,0,1687
716,294,488,3,65334,0,2505
717,294,115,3,12295,100,7908
718,295,472,1,46534,0,4773
719,296,118,1,25268,100,2698
720,297,415,3,38125,10,750
721,298,19,3,32746,100,3444
722,298,101,3,45779,10,14853
723,298,30,3,52493,50,13851
724,299,411,3,67809,100,11709
725,299,276,3,4664,10,2160
726,299,114,3,5886,50,10128
727,300,343,3,32445,10,5601
728,300,369,1,24458,0,3871
729,301,133,1,36791,0,2482
730,301,403,1,15867,100,1865
731,301,18,1,52149,10,3923
732,302,15,2,49915,50,2630
733,303,148,1,69418,100,3407
734,304,224,2,47240,0,3164
735,304,282,3,62998,50,11991
736,304,120,1,79933,100,2945
737,304,450,1,19745,0,2745
738,305,284,3,42166,10,3393
739,305,479,2,75472,100,2034
740,305,207,2,75038,10,4876
741,306,89,1,53657,100,2133
742,306,496,3,73657,50,7404
743,306,120,2,79933,100,5890
744,307,334,1,51268,10,579
745,307,460,2,10690,0,4598
746,308,115,3,12295,0,7908
747,309,378,2,31090,50,7058
748,309,76,3,68246,50,10233
749,310,310,1,41811,0,2073
750,310,313,2,57887,100,8110
751,310,61,1,1837,10,803
752,311,458,3,29011,0,12948
753,311,307,1,45366,100,3697
754,311,96,3,25946,100,3336
755,311,227,1,12826,50,615
756,312,257,2,48623,10,1520
757,312,98,1,31767,50,2511
758,312,432,2,68812,0,6380
759,312,368,2,46933,100,2100
760,313,61,1,1837,10,803
761,313,29,1,57705,50,807
762,314,456,3,53220,0,10626
763,314,422,3,78945,10,5118
764,315,148,3,69418,50,10221
765,315,215,2,4753,0,2144
766,315,223,3,42424,10,9561
767,315,150,1,29447,50,4986
768,316,468,3,7157,50,13239
769,317,379,1,23662,0,4669
770,317,322,2,4778,0,8506
771,317,35,1,66927,100,432
772,317,227,1,12826,10,615
773,318,241,2,43474,50,6768
774,318,248,2,46780,50,7566
775,318,212,3,24883,100,9858
776,319,303,1,45878,10,373
777,319,168,2,51377,100,7474
778,319,257,2,48623,0,1520
779,319,473,3,76082,50,2313
780,320,442,2,36997,50,7902
781,320,246,1,11051,0,2988
782,320,386,1,32671,50,2931
783,320,475,3,9999,0,5202
784,321,277,2,25129,50,3934
785,322,256,1,37643,10,105
786,322,326,1,48408,100,3358
787,322,174,1,27319,10,4596
788,322,249,3,49417,10,6816
789,323,264,1,23057,100,1206
790,324,288,3,12989,0,3195
791,325,241,1,43474,0,3384
792,325,28,3,77154,10,11016
793,326,364,2,72794,0,3022
794,326,73,2,28822,10,1692
795,326,340,2,45929,50,6488
796,326,415,2,38125,0,500
797,327,361,3,26513,0,12486
798,327,422,2,78945,100,3412
799,328,46,2,45103,50,3702
800,328,35,3,66927,100,1296
801,328,434,1,23708,0,183
802,328,5,1,69954,0,940
803,329,482,2,51513,0,3588
804,329,332,3,56244,100,7473
805,330,6,1,9823,0,1909
806,330,202,3,12865,100,14448
807,330,311,2,1219,0,8804
808,330,475,3,9999,10,5202
809,331,367,2,38212,0,9034
810,332,38,1,39241,0,738
811,332,105,3,24573,50,12993
812,333,5,3,69954,50,2820
813,333,340,1,45929,100,3244
814,333,272,1,8375,100,129
815,334,369,3,24458,100,11613
816,334,62,3,69791,0,9717
817,335,200,1,18125,10,1243
818,335,187,1,23481,0,4765
819,336,149,1,36967,10,3626
820,337,396,1,50072,50,4274
821,337,355,2,50930,100,2798
822,337,264,3,23057,10,3618
823,337,21,2,22004,50,3168
824,338,400,2,29506,50,3098
825,338,106,1,42630,10,686
826,339,328,1,6324,50,1167
827,340,71,1,21247,0,903
828,340,479,1,75472,100,1017
829,340,200,2,18125,50,2486
830,340,387,1,31751,100,4254
831,341,244,1,22185,10,2735
832,341,238,2,16582,10,7102
833,341,496,1,73657,100,2468
834,341,328,2,6324,50,2334
835,342,13,3,72181,0,8388
836,342,160,1,19678,100,4684
837,342,75,2,46398,50,9282
838,343,490,1,38796,10,1774
839,343,76,3,68246,100,10233
840,343,171,3,66791,100,12669
841,344,256,1,37643,50,105
842,344,60,1,66102,100,1262
843,344,26,1,38860,10,683
844,345,465,3,54446,0,6942
845,345,121,1,15455,100,3109
846,346,384,1,40723,100,2567
847,346,397,1,25594,100,3582
848,347,391,3,20914,100,4035
849,347,242,3,36270,0,4392
850,347,196,3,4700,0,5019
851,347,349,3,27083,10,6444
852,348,412,3,39720,0,10986
853,348,144,2,9619,10,5748
854,348,468,3,7157,100,13239
855,349,108,1,55000,100,2691
856,349,92,1,56890,0,3590
857,350,455,3,26401,100,2268
858,351,345,1,60168,50,4409
859,351,174,1,27319,0,4596
860,351,385,3,18888,0,7284
861,351,221,1,35804,10,522
862,352,120,1,79933,0,2945
863,353,223,2,42424,0,6374
864,353,247,2,20709,100,6718
865,353,403,3,15867,0,5595
866,354,380,2,64807,0,8488
867,354,220,1,65241,50,3384
868,354,247,2,20709,100,6718
869,354,383,3,55163,100,5478
870,355,486,1,26120,100,3734
871,356,234,3,22752,0,5268
872,356,57,1,41660,0,1488
873,356,107,3,79446,10,6381
874,356,158,1,18689,10,2517
875,357,82,1,42618,100,2800
876,357,457,1,40591,0,4437
877,357,423,2,40377,50,598
878,357,87,1,8815,10,1109
